species,APC_name,NT,Qld,WA,ChI,NSW,SA,Vic,Tas,ACT,NI,LHI,MI,HI,MDI,CoI,CSI,AR,CaI,family,plant_growth_form_recoded,plant_growth_form_simpler
Dentella arnhemensis Halford MS,Dentella arnhemensis MS,native,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Rubiaceae,herb,herb
