nameType,acceptedNameUsage,taxonomicStatus,scientificName,canonicalName,taxonRank
scientific,Goodenia stelligera R.Br.,accepted,Goodenia stelligera R.Br.,Goodenia stelligera,Species
scientific,Goodenia stenophylla F.Muell.,accepted,Goodenia stenophylla F.Muell.,Goodenia stenophylla,Species
scientific,Goodenia stephensonii F.Muell.,accepted,Goodenia stephensonii F.Muell.,Goodenia stephensonii,Species
scientific,Goodenia stirlingii F.M.Bailey,accepted,Goodenia stirlingii F.M.Bailey,Goodenia stirlingii,Species
scientific,Goodenia stobbsiana F.Muell.,accepted,Goodenia stobbsiana F.Muell.,Goodenia stobbsiana,Species
scientific,Goodenia strangfordii F.Muell.,accepted,Goodenia strangfordii F.Muell.,Goodenia strangfordii,Species
scientific,Goodenia subauriculata C.T.White,accepted,Goodenia subauriculata C.T.White,Goodenia subauriculata,Species
scientific,Goodenia suffrutescens Carolin,accepted,Goodenia suffrutescens Carolin,Goodenia suffrutescens,Species
scientific,Goodenia symonii (Carolin) Carolin,accepted,Goodenia symonii (Carolin) Carolin,Goodenia symonii,Species
scientific,Goodenia tenuiloba F.Muell.,accepted,Goodenia tenuiloba F.Muell.,Goodenia tenuiloba,Species
scientific,Goodenia trichophylla de Vriese ex Benth.,accepted,Goodenia trichophylla de Vriese ex Benth.,Goodenia trichophylla,Species
scientific,Goodenia triodiophila Carolin,accepted,Goodenia triodiophila Carolin,Goodenia triodiophila,Species
scientific,Goodenia tripartita Carolin,accepted,Goodenia tripartita Carolin,Goodenia tripartita,Species
scientific,Goodenia turleyae L.W.Sage & K.A.Sheph.,accepted,Goodenia turleyae L.W.Sage & K.A.Sheph.,Goodenia turleyae,Species
scientific,Goodenia valdentata P.J.Lang,accepted,Goodenia valdentata P.J.Lang,Goodenia valdentata,Species
scientific,Goodenia varia R.Br.,accepted,Goodenia varia R.Br.,Goodenia varia,Species
scientific,Goodenia vernicosa J.M.Black,accepted,Goodenia vernicosa J.M.Black,Goodenia vernicosa,Species
scientific,Goodenia vilmoriniae F.Muell.,accepted,Goodenia vilmoriniae F.Muell.,Goodenia vilmoriniae,Species
scientific,Goodenia virgata Carolin,accepted,Goodenia virgata Carolin,Goodenia virgata,Species
scientific,Goodenia viridula Carolin,accepted,Goodenia viridula Carolin,Goodenia viridula,Species
scientific,Goodenia viscida R.Br.,accepted,Goodenia viscida R.Br.,Goodenia viscida,Species
scientific,Goodenia viscidula Carolin,accepted,Goodenia viscidula Carolin,Goodenia viscidula,Species
scientific,Goodenia watsonii F.Muell. & Tate,accepted,Goodenia watsonii F.Muell. & Tate,Goodenia watsonii,Species
scientific,Goodenia watsonii subsp. glandulosa Carolin,accepted,Goodenia watsonii subsp. glandulosa Carolin,Goodenia watsonii subsp. glandulosa,Subspecies
autonym,Goodenia watsonii F.Muell. & Tate subsp. watsonii,accepted,Goodenia watsonii F.Muell. & Tate subsp. watsonii,Goodenia watsonii subsp. watsonii,Subspecies
scientific,Goodenia willisiana Carolin,accepted,Goodenia willisiana Carolin,Goodenia willisiana,Species
scientific,Goodenia wilunensis Carolin,accepted,Goodenia wilunensis Carolin,Goodenia wilunensis,Species
scientific,Goodenia xanthosperma F.Muell.,accepted,Goodenia xanthosperma F.Muell.,Goodenia xanthosperma,Species
scientific,Goodenia xanthotricha de Vriese,accepted,Goodenia xanthotricha de Vriese,Goodenia xanthotricha,Species
scientific,Lechenaultia acutiloba Benth.,accepted,Lechenaultia acutiloba Benth.,Lechenaultia acutiloba,Species
scientific,Lechenaultia aphylla D.A.Morrison,accepted,Lechenaultia aphylla D.A.Morrison,Lechenaultia aphylla,Species
scientific,Lechenaultia biloba Lindl.,accepted,Lechenaultia biloba Lindl.,Lechenaultia biloba,Species
scientific,Lechenaultia brevifolia D.A.Morrison,accepted,Lechenaultia brevifolia D.A.Morrison,Lechenaultia brevifolia,Species
scientific,Lechenaultia chlorantha F.Muell.,accepted,Lechenaultia chlorantha F.Muell.,Lechenaultia chlorantha,Species
scientific,Lechenaultia divaricata F.Muell.,accepted,Lechenaultia divaricata F.Muell.,Lechenaultia divaricata,Species
scientific,Lechenaultia expansa R.Br.,accepted,Lechenaultia expansa R.Br.,Lechenaultia expansa,Species
scientific,Lechenaultia filiformis R.Br.,accepted,Lechenaultia filiformis R.Br.,Lechenaultia filiformis,Species
scientific,Lechenaultia floribunda Benth.,accepted,Lechenaultia floribunda Benth.,Lechenaultia floribunda,Species
scientific,Lechenaultia formosa R.Br.,accepted,Lechenaultia formosa R.Br.,Lechenaultia formosa,Species
phrase name,Lechenaultia formosa subsp. 'Wheatbelt' (R.J.Cranfield 4718) WA Herbarium,accepted,Lechenaultia formosa subsp. 'Wheatbelt' (R.J.Cranfield 4718) WA Herbarium,Lechenaultia formosa subsp. 'Wheatbelt' (R.J.Cranfield 4718),Subspecies
scientific,Lechenaultia galactites L.W.Sage,accepted,Lechenaultia galactites L.W.Sage,Lechenaultia galactites,Species
scientific,Lechenaultia heteromera Benth.,accepted,Lechenaultia heteromera Benth.,Lechenaultia heteromera,Species
scientific,Lechenaultia hirsuta F.Muell.,accepted,Lechenaultia hirsuta F.Muell.,Lechenaultia hirsuta,Species
scientific,Lechenaultia hortii L.W.Sage,accepted,Lechenaultia hortii L.W.Sage,Lechenaultia hortii,Species
scientific,Lechenaultia juncea E.Pritz.,accepted,Lechenaultia juncea E.Pritz.,Lechenaultia juncea,Species
scientific,Lechenaultia laricina Lindl.,accepted,Lechenaultia laricina Lindl.,Lechenaultia laricina,Species
scientific,Lechenaultia linarioides DC.,accepted,Lechenaultia linarioides DC.,Lechenaultia linarioides,Species
scientific,Lechenaultia longiloba F.Muell.,accepted,Lechenaultia longiloba F.Muell.,Lechenaultia longiloba,Species
scientific,Lechenaultia lutescens D.A.Morrison & Carolin,accepted,Lechenaultia lutescens D.A.Morrison & Carolin,Lechenaultia lutescens,Species
scientific,Lechenaultia macrantha K.Krause,accepted,Lechenaultia macrantha K.Krause,Lechenaultia macrantha,Species
scientific,Lechenaultia magnifica L.W.Sage,accepted,Lechenaultia magnifica L.W.Sage,Lechenaultia magnifica,Species
scientific,Lechenaultia mimica M.D.Barrett & R.L.Barrett,accepted,Lechenaultia mimica M.D.Barrett & R.L.Barrett,Lechenaultia mimica,Species
scientific,Lechenaultia ovata D.A.Morrison,accepted,Lechenaultia ovata D.A.Morrison,Lechenaultia ovata,Species
scientific,Lechenaultia papillata D.A.Morrison,accepted,Lechenaultia papillata D.A.Morrison,Lechenaultia papillata,Species
scientific,Lechenaultia pulvinaris C.A.Gardner,accepted,Lechenaultia pulvinaris C.A.Gardner,Lechenaultia pulvinaris,Species
phrase name,Lechenaultia sp. Gibson Desert (C.P.Campbell 2056) WA Herbarium,accepted,Lechenaultia sp. Gibson Desert (C.P.Campbell 2056) WA Herbarium,Lechenaultia sp. Gibson Desert (C.P.Campbell 2056),Species
scientific,Lechenaultia stenosepala E.Pritz.,accepted,Lechenaultia stenosepala E.Pritz.,Lechenaultia stenosepala,Species
scientific,Lechenaultia striata F.Muell.,accepted,Lechenaultia striata F.Muell.,Lechenaultia striata,Species
scientific,Lechenaultia subcymosa C.A.Gardner & A.S.George,accepted,Lechenaultia subcymosa C.A.Gardner & A.S.George,Lechenaultia subcymosa,Species
scientific,Lechenaultia superba F.Muell.,accepted,Lechenaultia superba F.Muell.,Lechenaultia superba,Species
scientific,Lechenaultia tubiflora R.Br.,accepted,Lechenaultia tubiflora R.Br.,Lechenaultia tubiflora,Species
scientific,Pentaptilon careyi (F.Muell.) E.Pritz.,accepted,Pentaptilon careyi (F.Muell.) E.Pritz.,Pentaptilon careyi,Species
scientific,Scaevola acacioides Carolin,accepted,Scaevola acacioides Carolin,Scaevola acacioides,Species
scientific,Scaevola aemula R.Br.,accepted,Scaevola aemula R.Br.,Scaevola aemula,Species
scientific,Scaevola albida (Sm.) Druce,accepted,Scaevola albida (Sm.) Druce,Scaevola albida,Species
scientific,Scaevola amblyanthera F.Muell.,accepted,Scaevola amblyanthera F.Muell.,Scaevola amblyanthera,Species
autonym,Scaevola amblyanthera F.Muell. var. amblyanthera,accepted,Scaevola amblyanthera F.Muell. var. amblyanthera,Scaevola amblyanthera var. amblyanthera,Varietas
scientific,Scaevola amblyanthera var. centralis Carolin,accepted,Scaevola amblyanthera var. centralis Carolin,Scaevola amblyanthera var. centralis,Varietas
scientific,Scaevola anchusifolia Benth.,accepted,Scaevola anchusifolia Benth.,Scaevola anchusifolia,Species
scientific,Scaevola angulata R.Br.,accepted,Scaevola angulata R.Br.,Scaevola angulata,Species
scientific,Scaevola angustata Carolin,accepted,Scaevola angustata Carolin,Scaevola angustata,Species
scientific,Scaevola archeriana L.W.Sage,accepted,Scaevola archeriana L.W.Sage,Scaevola archeriana,Species
scientific,Scaevola argentea Carolin,accepted,Scaevola argentea Carolin,Scaevola argentea,Species
scientific,Scaevola auriculata Benth.,accepted,Scaevola auriculata Benth.,Scaevola auriculata,Species
scientific,Scaevola ballajupensis L.W.Sage,accepted,Scaevola ballajupensis L.W.Sage,Scaevola ballajupensis,Species
scientific,Scaevola basedowii Carolin,accepted,Scaevola basedowii Carolin,Scaevola basedowii,Species
scientific,Scaevola brookeana F.Muell.,accepted,Scaevola brookeana F.Muell.,Scaevola brookeana,Species
scientific,Scaevola browniana Carolin,accepted,Scaevola browniana Carolin,Scaevola browniana,Species
autonym,Scaevola browniana Carolin subsp. browniana,accepted,Scaevola browniana Carolin subsp. browniana,Scaevola browniana subsp. browniana,Subspecies
scientific,Scaevola browniana subsp. grandior Carolin,accepted,Scaevola browniana subsp. grandior Carolin,Scaevola browniana subsp. grandior,Subspecies
scientific,Scaevola bursariifolia J.M.Black,accepted,Scaevola bursariifolia J.M.Black,Scaevola bursariifolia,Species
scientific,Scaevola calendulacea (Andrews) Druce,accepted,Scaevola calendulacea (Andrews) Druce,Scaevola calendulacea,Species
scientific,Scaevola calliptera Benth.,accepted,Scaevola calliptera Benth.,Scaevola calliptera,Species
scientific,Scaevola canescens Benth.,accepted,Scaevola canescens Benth.,Scaevola canescens,Species
scientific,Scaevola chrysopogon Carolin,accepted,Scaevola chrysopogon Carolin,Scaevola chrysopogon,Species
scientific,Scaevola collaris F.Muell.,accepted,Scaevola collaris F.Muell.,Scaevola collaris,Species
scientific,Scaevola collina J.M.Black ex E.L.Robertson,accepted,Scaevola collina J.M.Black ex E.L.Robertson,Scaevola collina,Species
scientific,Scaevola crassifolia Labill.,accepted,Scaevola crassifolia Labill.,Scaevola crassifolia,Species
scientific,Scaevola cuneiformis Labill.,accepted,Scaevola cuneiformis Labill.,Scaevola cuneiformis,Species
scientific,Scaevola cunninghamii DC.,accepted,Scaevola cunninghamii DC.,Scaevola cunninghamii,Species
scientific,Scaevola densifolia Carolin,accepted,Scaevola densifolia Carolin,Scaevola densifolia,Species
scientific,Scaevola depauperata R.Br.,accepted,Scaevola depauperata R.Br.,Scaevola depauperata,Species
scientific,Scaevola enantophylla F.Muell.,accepted,Scaevola enantophylla F.Muell.,Scaevola enantophylla,Species
scientific,Scaevola eneabba Carolin,accepted,Scaevola eneabba Carolin,Scaevola eneabba,Species
scientific,Scaevola glabrata Carolin,accepted,Scaevola glabrata Carolin,Scaevola glabrata,Species
scientific,Scaevola glandulifera DC.,accepted,Scaevola glandulifera DC.,Scaevola glandulifera,Species
scientific,Scaevola globosa (Carolin) Carolin,accepted,Scaevola globosa (Carolin) Carolin,Scaevola globosa,Species
scientific,Scaevola globulifera Labill.,accepted,Scaevola globulifera Labill.,Scaevola globulifera,Species
scientific,Scaevola glutinosa Carolin,accepted,Scaevola glutinosa Carolin,Scaevola glutinosa,Species
scientific,Scaevola graminea Ewart & A.H.K.Petrie,accepted,Scaevola graminea Ewart & A.H.K.Petrie,Scaevola graminea,Species
scientific,Scaevola hamiltonii K.Krause,accepted,Scaevola hamiltonii K.Krause,Scaevola hamiltonii,Species
scientific,Scaevola hookeri (de Vriese) F.Muell. ex Hook.f.,accepted,Scaevola hookeri (de Vriese) F.Muell. ex Hook.f.,Scaevola hookeri,Species
scientific,Scaevola humifusa de Vriese,accepted,Scaevola humifusa de Vriese,Scaevola humifusa,Species
scientific,Scaevola humilis R.Br.,accepted,Scaevola humilis R.Br.,Scaevola humilis,Species
scientific,Scaevola kallophylla G.J.Howell,accepted,Scaevola kallophylla G.J.Howell,Scaevola kallophylla,Species
scientific,Scaevola laciniata F.M.Bailey,accepted,Scaevola laciniata F.M.Bailey,Scaevola laciniata,Species
scientific,Scaevola lanceolata Benth.,accepted,Scaevola lanceolata Benth.,Scaevola lanceolata,Species
scientific,Scaevola linearis R.Br.,accepted,Scaevola linearis R.Br.,Scaevola linearis,Species
scientific,Scaevola linearis subsp. confertifolia (J.M.Black) Carolin,accepted,Scaevola linearis subsp. confertifolia (J.M.Black) Carolin,Scaevola linearis subsp. confertifolia,Subspecies
autonym,Scaevola linearis R.Br. subsp. linearis,accepted,Scaevola linearis R.Br. subsp. linearis,Scaevola linearis subsp. linearis,Subspecies
scientific,Scaevola macrophylla (de Vriese) Benth.,accepted,Scaevola macrophylla (de Vriese) Benth.,Scaevola macrophylla,Species
scientific,Scaevola macrostachya (de Vriese) Benth.,accepted,Scaevola macrostachya (de Vriese) Benth.,Scaevola macrostachya,Species
scientific,Scaevola microphylla (de Vriese) Benth.,accepted,Scaevola microphylla (de Vriese) Benth.,Scaevola microphylla,Species
scientific,Scaevola myrtifolia (de Vriese) K.Krause,accepted,Scaevola myrtifolia (de Vriese) K.Krause,Scaevola myrtifolia,Species
scientific,Scaevola nitida R.Br.,accepted,Scaevola nitida R.Br.,Scaevola nitida,Species
scientific,Scaevola obovata Carolin,accepted,Scaevola obovata Carolin,Scaevola obovata,Species
scientific,Scaevola oldfieldii F.Muell.,accepted,Scaevola oldfieldii F.Muell.,Scaevola oldfieldii,Species
scientific,Scaevola ovalifolia R.Br.,accepted,Scaevola ovalifolia R.Br.,Scaevola ovalifolia,Species
scientific,Scaevola oxyclona F.Muell.,accepted,Scaevola oxyclona F.Muell.,Scaevola oxyclona,Species
scientific,Scaevola paludosa R.Br.,accepted,Scaevola paludosa R.Br.,Scaevola paludosa,Species
scientific,Scaevola parvibarbata Carolin,accepted,Scaevola parvibarbata Carolin,Scaevola parvibarbata,Species
scientific,Scaevola parvifolia F.Muell. ex Benth.,accepted,Scaevola parvifolia F.Muell. ex Benth.,Scaevola parvifolia,Species
scientific,Scaevola parvifolia subsp. acuminata Carolin,accepted,Scaevola parvifolia subsp. acuminata Carolin,Scaevola parvifolia subsp. acuminata,Subspecies
autonym,Scaevola parvifolia F.Muell. ex Benth. subsp. parvifolia,accepted,Scaevola parvifolia F.Muell. ex Benth. subsp. parvifolia,Scaevola parvifolia subsp. parvifolia,Subspecies
scientific,Scaevola parvifolia subsp. pilbarae Carolin,accepted,Scaevola parvifolia subsp. pilbarae Carolin,Scaevola parvifolia subsp. pilbarae,Subspecies
scientific,Scaevola phlebopetala F.Muell.,accepted,Scaevola phlebopetala F.Muell.,Scaevola phlebopetala,Species
scientific,Scaevola pilosa Benth.,accepted,Scaevola pilosa Benth.,Scaevola pilosa,Species
scientific,Scaevola platyphylla Lindl.,accepted,Scaevola platyphylla Lindl.,Scaevola platyphylla,Species
scientific,Scaevola porocarya F.Muell.,accepted,Scaevola porocarya F.Muell.,Scaevola porocarya,Species
scientific,Scaevola pulchella Carolin,accepted,Scaevola pulchella Carolin,Scaevola pulchella,Species
scientific,Scaevola pulvinaris (E.Pritz.) K.Krause,accepted,Scaevola pulvinaris (E.Pritz.) K.Krause,Scaevola pulvinaris,Species
scientific,Scaevola ramosissima (Sm.) K.Krause,accepted,Scaevola ramosissima (Sm.) K.Krause,Scaevola ramosissima,Species
scientific,Scaevola repens de Vriese,accepted,Scaevola repens de Vriese,Scaevola repens,Species
scientific,Scaevola repens var. angustifolia de Vriese,accepted,Scaevola repens var. angustifolia de Vriese,Scaevola repens var. angustifolia,Varietas
phrase name,Scaevola repens subsp. Northern Sandplains (R.J.Cranfield & P.J.Spencer 8445) WA Herbarium,accepted,Scaevola repens subsp. Northern Sandplains (R.J.Cranfield & P.J.Spencer 8445) WA Herbarium,Scaevola repens subsp. Northern Sandplains (R.J.Cranfield & P.J.Spencer 8445),Subspecies
autonym,Scaevola repens de Vriese var. repens,accepted,Scaevola repens de Vriese var. repens,Scaevola repens var. repens,Varietas
phrase name,Scaevola repens subsp. West Talbot (R.Davis 2755) WA Herbarium,accepted,Scaevola repens subsp. West Talbot (R.Davis 2755) WA Herbarium,Scaevola repens subsp. West Talbot (R.Davis 2755),Subspecies
scientific,Scaevola restiacea Benth.,accepted,Scaevola restiacea Benth.,Scaevola restiacea,Species
scientific,Scaevola restiacea subsp. divaricata Carolin,accepted,Scaevola restiacea subsp. divaricata Carolin,Scaevola restiacea subsp. divaricata,Subspecies
autonym,Scaevola restiacea Benth. subsp. restiacea,accepted,Scaevola restiacea Benth. subsp. restiacea,Scaevola restiacea subsp. restiacea,Subspecies
scientific,Scaevola revoluta R.Br.,accepted,Scaevola revoluta R.Br.,Scaevola revoluta,Species
autonym,Scaevola revoluta R.Br. subsp. revoluta,accepted,Scaevola revoluta R.Br. subsp. revoluta,Scaevola revoluta subsp. revoluta,Subspecies
autonym,Scaevola revoluta R.Br. var. revoluta,accepted,Scaevola revoluta R.Br. var. revoluta,Scaevola revoluta var. revoluta,Varietas
scientific,Scaevola revoluta var. viscida Carolin,accepted,Scaevola revoluta var. viscida Carolin,Scaevola revoluta var. viscida,Varietas
scientific,Scaevola revoluta subsp. stenostachya (W.Fitzg.) Carolin,accepted,Scaevola revoluta subsp. stenostachya (W.Fitzg.) Carolin,Scaevola revoluta subsp. stenostachya,Subspecies
scientific,Scaevola sericophylla Benth.,accepted,Scaevola sericophylla Benth.,Scaevola sericophylla,Species
phrase name,Scaevola sp. Beaufort (G.J.Keighery 6291B) WA Herbarium,accepted,Scaevola sp. Beaufort (G.J.Keighery 6291B) WA Herbarium,Scaevola sp. Beaufort (G.J.Keighery 6291B),Species
phrase name,Scaevola sp. Cockburn Range (G.W.Carr 3369 & A.C.Beauglehole 47147) WA Herbarium,accepted,Scaevola sp. Cockburn Range (G.W.Carr 3369 & A.C.Beauglehole 47147) WA Herbarium,Scaevola sp. Cockburn Range (G.W.Carr 3369 & A.C.Beauglehole 47147),Species
phrase name,Scaevola sp. Golden hairs (D. & B.Bellairs 1450 A) WA Herbarium,accepted,Scaevola sp. Golden hairs (D. & B.Bellairs 1450 A) WA Herbarium,Scaevola sp. Golden hairs (D. & B.Bellairs 1450 A),Species
phrase name,Scaevola sp. Hamersley Range basalts (S.van Leeuwen 3675) WA Herbarium,accepted,Scaevola sp. Hamersley Range basalts (S.van Leeuwen 3675) WA Herbarium,Scaevola sp. Hamersley Range basalts (S.van Leeuwen 3675),Species
scientific,Scaevola spicigera Carolin,accepted,Scaevola spicigera Carolin,Scaevola spicigera,Species
scientific,Scaevola spinescens R.Br.,accepted,Scaevola spinescens R.Br.,Scaevola spinescens,Species
phrase name,Scaevola sp. Isabella Range (R.D.Royce 1918) WA Herbarium,accepted,Scaevola sp. Isabella Range (R.D.Royce 1918) WA Herbarium,Scaevola sp. Isabella Range (R.D.Royce 1918),Species
phrase name,Scaevola sp. Mt Anderson (H.F.Broadbent 614) WA Herbarium,accepted,Scaevola sp. Mt Anderson (H.F.Broadbent 614) WA Herbarium,Scaevola sp. Mt Anderson (H.F.Broadbent 614),Species
phrase name,Scaevola sp. Mt Bruce (M.E.Trudgen 1333) WA Herbarium,accepted,Scaevola sp. Mt Bruce (M.E.Trudgen 1333) WA Herbarium,Scaevola sp. Mt Bruce (M.E.Trudgen 1333),Species
phrase name,Scaevola sp. Mt Ernest (S.T.Blake 4333) Qld Herbarium,accepted,Scaevola sp. Mt Ernest (S.T.Blake 4333) Qld Herbarium,Scaevola sp. Mt Ernest (S.T.Blake 4333),Species
phrase name,Scaevola sp. Mt Isa (P.L.Harris 699) Qld Herbarium,accepted,Scaevola sp. Mt Isa (P.L.Harris 699) Qld Herbarium,Scaevola sp. Mt Isa (P.L.Harris 699),Species
phrase name,Scaevola sp. Mt Liebig (P.K.Latz 2277) NT Herbarium,accepted,Scaevola sp. Mt Liebig (P.K.Latz 2277) NT Herbarium,Scaevola sp. Mt Liebig (P.K.Latz 2277),Species
phrase name,Scaevola sp. Mt Nameless (P.A.S.Wurm 1443) WA Herbarium,accepted,Scaevola sp. Mt Nameless (P.A.S.Wurm 1443) WA Herbarium,Scaevola sp. Mt Nameless (P.A.S.Wurm 1443),Species
scientific,Scaevola striata R.Br.,accepted,Scaevola striata R.Br.,Scaevola striata,Species
scientific,Scaevola striata var. arenaria E.Pritz.,accepted,Scaevola striata var. arenaria E.Pritz.,Scaevola striata var. arenaria,Varietas
autonym,Scaevola striata R.Br. var. striata,accepted,Scaevola striata R.Br. var. striata,Scaevola striata var. striata,Varietas
scientific,Scaevola taccada (Gaertn.) Roxb.,accepted,Scaevola taccada (Gaertn.) Roxb.,Scaevola taccada,Species
scientific,Scaevola tenuifolia Carolin,accepted,Scaevola tenuifolia Carolin,Scaevola tenuifolia,Species
scientific,Scaevola thesioides Benth.,accepted,Scaevola thesioides Benth.,Scaevola thesioides,Species
scientific,Scaevola thesioides subsp. filifolia (E.Pritz.) Carolin,accepted,Scaevola thesioides subsp. filifolia (E.Pritz.) Carolin,Scaevola thesioides subsp. filifolia,Subspecies
autonym,Scaevola thesioides Benth. subsp. thesioides,accepted,Scaevola thesioides Benth. subsp. thesioides,Scaevola thesioides subsp. thesioides,Subspecies
scientific,Scaevola tomentosa Gaudich.,accepted,Scaevola tomentosa Gaudich.,Scaevola tomentosa,Species
scientific,Scaevola tortuosa Benth.,accepted,Scaevola tortuosa Benth.,Scaevola tortuosa,Species
scientific,Scaevola virgata Carolin,accepted,Scaevola virgata Carolin,Scaevola virgata,Species
scientific,Scaevola xanthina K.A.Sheph. & Hislop,accepted,Scaevola xanthina K.A.Sheph. & Hislop,Scaevola xanthina,Species
scientific,Selliera radicans Cav.,accepted,Selliera radicans Cav.,Selliera radicans,Species
scientific,Velleia arguta R.Br.,accepted,Velleia arguta R.Br.,Velleia arguta,Species
scientific,Velleia connata F.Muell.,accepted,Velleia connata F.Muell.,Velleia connata,Species
scientific,Velleia cycnopotamica F.Muell.,accepted,Velleia cycnopotamica F.Muell.,Velleia cycnopotamica,Species
scientific,Velleia daviesii F.Muell.,accepted,Velleia daviesii F.Muell.,Velleia daviesii,Species
scientific,Velleia discophora F.Muell.,accepted,Velleia discophora F.Muell.,Velleia discophora,Species
scientific,Velleia exigua (F.Muell.) Carolin,accepted,Velleia exigua (F.Muell.) Carolin,Velleia exigua,Species
scientific,Velleia foliosa (Benth.) K.Krause,accepted,Velleia foliosa (Benth.) K.Krause,Velleia foliosa,Species
scientific,Velleia glabrata Carolin,accepted,Velleia glabrata Carolin,Velleia glabrata,Species
scientific,Velleia hispida W.Fitzg.,accepted,Velleia hispida W.Fitzg.,Velleia hispida,Species
scientific,Velleia lyrata R.Br.,accepted,Velleia lyrata R.Br.,Velleia lyrata,Species
scientific,Velleia macrocalyx de Vriese,accepted,Velleia macrocalyx de Vriese,Velleia macrocalyx,Species
scientific,Velleia macrophylla (Lindl.) Benth.,accepted,Velleia macrophylla (Lindl.) Benth.,Velleia macrophylla,Species
scientific,Velleia montana Hook.f.,accepted,Velleia montana Hook.f.,Velleia montana,Species
scientific,Velleia panduriformis A.Cunn. ex Benth.,accepted,Velleia panduriformis A.Cunn. ex Benth.,Velleia panduriformis,Species
scientific,Velleia paradoxa R.Br.,accepted,Velleia paradoxa R.Br.,Velleia paradoxa,Species
scientific,Velleia parvisepta Carolin,accepted,Velleia parvisepta Carolin,Velleia parvisepta,Species
scientific,Velleia perfoliata R.Br.,accepted,Velleia perfoliata R.Br.,Velleia perfoliata,Species
scientific,Velleia pubescens R.Br.,accepted,Velleia pubescens R.Br.,Velleia pubescens,Species
scientific,Velleia rosea S.Moore,accepted,Velleia rosea S.Moore,Velleia rosea,Species
scientific,Velleia spathulata R.Br.,accepted,Velleia spathulata R.Br.,Velleia spathulata,Species
scientific,Velleia trinervis Labill.,accepted,Velleia trinervis Labill.,Velleia trinervis,Species
scientific,Verreauxia dyeri E.Pritz. ex Hemsl.,accepted,Verreauxia dyeri E.Pritz. ex Hemsl.,Verreauxia dyeri,Species
scientific,Verreauxia reinwardtii (de Vriese) Benth.,accepted,Verreauxia reinwardtii (de Vriese) Benth.,Verreauxia reinwardtii,Species
scientific,Verreauxia verreauxii (de Vriese) Carolin,accepted,Verreauxia verreauxii (de Vriese) Carolin,Verreauxia verreauxii,Species
scientific,Liparophyllum capitatum (Nees ex Lehm.) Tippery & Les,accepted,Liparophyllum capitatum (Nees ex Lehm.) Tippery & Les,Liparophyllum capitatum,Species
scientific,Liparophyllum congestiflorum (F.Muell.) Tippery & Les,accepted,Liparophyllum congestiflorum (F.Muell.) Tippery & Les,Liparophyllum congestiflorum,Species
scientific,Liparophyllum exaltatum (Sol. ex Sims) Tippery & Les,accepted,Liparophyllum exaltatum (Sol. ex Sims) Tippery & Les,Liparophyllum exaltatum,Species
scientific,Liparophyllum exiguum (F.Muell.) Tippery & Les,accepted,Liparophyllum exiguum (F.Muell.) Tippery & Les,Liparophyllum exiguum,Species
scientific,Liparophyllum gunnii Hook.f.,accepted,Liparophyllum gunnii Hook.f.,Liparophyllum gunnii,Species
scientific,Liparophyllum lasiospermum (F.Muell.) Tippery & Les,accepted,Liparophyllum lasiospermum (F.Muell.) Tippery & Les,Liparophyllum lasiospermum,Species
scientific,Liparophyllum latifolium (Benth.) Tippery & Les,accepted,Liparophyllum latifolium (Benth.) Tippery & Les,Liparophyllum latifolium,Species
scientific,Liparophyllum violifolium (F.Muell.) Tippery & Les,accepted,Liparophyllum violifolium (F.Muell.) Tippery & Les,Liparophyllum violifolium,Species
scientific,Nymphoides astoniae M.D.Barrett & R.L.Barrett,accepted,Nymphoides astoniae M.D.Barrett & R.L.Barrett,Nymphoides astoniae,Species
scientific,Nymphoides aurantiaca (Dalzell) Kuntze,accepted,Nymphoides aurantiaca (Dalzell) Kuntze,Nymphoides aurantiaca,Species
scientific,Nymphoides beaglensis Aston,accepted,Nymphoides beaglensis Aston,Nymphoides beaglensis,Species
scientific,Nymphoides crenata (F.Muell.) Kuntze,accepted,Nymphoides crenata (F.Muell.) Kuntze,Nymphoides crenata,Species
scientific,Nymphoides disperma Aston,accepted,Nymphoides disperma Aston,Nymphoides disperma,Species
scientific,Nymphoides elliptica Aston,accepted,Nymphoides elliptica Aston,Nymphoides elliptica,Species
scientific,Nymphoides exiliflora (F.Muell.) Kuntze,accepted,Nymphoides exiliflora (F.Muell.) Kuntze,Nymphoides exiliflora,Species
scientific,Nymphoides furculifolia Specht,accepted,Nymphoides furculifolia Specht,Nymphoides furculifolia,Species
scientific,Nymphoides geminata (R.Br.) Kuntze,accepted,Nymphoides geminata (R.Br.) Kuntze,Nymphoides geminata,Species
scientific,Nymphoides indica (L.) Kuntze,accepted,Nymphoides indica (L.) Kuntze,Nymphoides indica,Species
scientific,Nymphoides minima (F.Muell.) Kuntze,accepted,Nymphoides minima (F.Muell.) Kuntze,Nymphoides minima,Species
scientific,Nymphoides montana Aston,accepted,Nymphoides montana Aston,Nymphoides montana,Species
scientific,Nymphoides parvifolia (Griseb.) Kuntze,accepted,Nymphoides parvifolia (Griseb.) Kuntze,Nymphoides parvifolia,Species
scientific,Nymphoides planosperma Aston,accepted,Nymphoides planosperma Aston,Nymphoides planosperma,Species
scientific,Nymphoides quadriloba Aston,accepted,Nymphoides quadriloba Aston,Nymphoides quadriloba,Species
scientific,Nymphoides simulans Aston,accepted,Nymphoides simulans Aston,Nymphoides simulans,Species
