Accepted.binomial,Accepted.sub1,Accepted.sub2,Accepted.Rank,Family,Extinction.Risk,Locality,Climate,Life.form.orig,Life.form.edited,List,Synonym.binomial,Source.Extinct,Source.Rediscovered.or.Synonymised
Scleria_mutoensis,na,na,species,Cyperaceae,EW,KOR,G,Hemicr._or_rhizome_geophyte,WP,Extinct,Scleria_mutoensis,"WCSP (2003). World Checklist of Selected Plant Families. Facilitated by the Royal Botanic Gardens, Kew. Published on the Internet; http://apps.kew.org/wcsp/",
Sclerotiaria_pentaceros,na,na,species,Apiaceae,EW,KGZ,G,Hemicr.,WP,Extinct,Sclerotiaria_pentaceros,"Borodin, A.M. & al. (1985). Krasnaya kniga SSSR: redkie i nakhodyashchiesya pod ugrozoi ischeznoveniya vidy zhivotnykh i rastenii. - izdanie vtoroe [2]: tom pervyi - vtoroi [1-2].. Lesnaya Promyshlennost, Moscow.",
Scutellaria_andrachnoides,na,na,species,Lamiaceae,VU,KGZ,G,Hemicr.,WP,Rediscovered,Scutellaria_andrachnoides,"W.C.M.C. (1996). Threatened plant database of the World Conservation Monitoring Centre. W.C.M.C., Cambridge, U.K.","Lazkov, G. & Smirnov, S. (2005). De specibus pro flora Kyrgyzstania novis et raris. Novosti Sistematiki Vysshikh Rastenii 37: 195-199."
Scutellaria_ocmulgee,na,na,species,Lamiaceae,CR,GEO,G,Hemicr.,WP,Rediscovered,Scutellaria_ocmulgee,"Ayensu, E.S. & Defilipps, R.A. (1978). Endangered and Threatened Plants of the United States: 1-403. Smithsonian Institution and WWF-US, Washington DC.",http://www.gabotsoc.org/articleShellBluff.htm
Sedum_pinetorum,na,na,species,Crassulaceae,CR,CAL,S,Tuber_hemicr.,HP,Rediscovered,Sedum_pinetorum,"CPC (1990). Centre for plant conservation data for North American plants database. CPC, Centre for plant conservation.",http://www.calflora.org/cgi-bin/species_query.cgi?where-taxon=Sedum+pinetorum
Sedum_polystriatum,na,na,species,Crassulaceae,EX,TUR,G,Succ._cham.,WP,Extinct,Sedum_polystriatum,"Ekim, T. & al. (1989). Türkiye'nin tehlike altindakinadir ve endemik bitki turleri: 1-227. Ankara.",
Selenicereus_hamatus,na,na,species,,,,,,,Synonym,Selenicereus_radicans,"Hunt, D. (1992). CITES Cactaceae Checklist: 1-190. Royal Botanic Gardens, Kew.","POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Senecio_behrianus,na,na,species,Asteraceae,EN,"NSW,SOA,VIC",DT,Cham.,WP,Rediscovered,Senecio_behrianus,"Hnatiuk, R.J. (1990). Census of Australian vascular plants. Australian Flora and Fauna Series 11: 1-650.",https://bie.ala.org.au/species/http://id.biodiversity.org.au/node/apni/2898428
Senecio_georgianus,na,na,species,Asteraceae,CR,"NSW,SOA,VIC,WAU",S,Cham._or_nanophan.,WP,Rediscovered,Senecio_georgianus,"Hnatiuk, R.J. (1990). Census of Australian vascular plants. Australian Flora and Fauna Series 11: 1-650.",https://bie.ala.org.au/species/http://id.biodiversity.org.au/node/apni/2915181
Senecio_laticostatus,na,na,species,Asteraceae,VU,VIC,DT,hemicr.,HP,Rediscovered,Senecio_laticostatus,"Hnatiuk, R.J. (1990). Census of Australian vascular plants. Australian Flora and Fauna Series 11: 1-650.",now a synonym of Erechtites glomeratus var. glomeratus
Serratula_aznavouriana,na,na,species,Asteraceae,EX,TUR,G,hemicr.,HP,Extinct,Serratula_aznavouriana,"WCSP (2003). World Checklist of Selected Plant Families. Facilitated by the Royal Botanic Gardens, Kew. Published on the Internet; http://apps.kew.org/wcsp/",
Sesuvium_trianthemoides,na,na,species,Aizoaceae,EX,TEX,S,Ther.,A,Extinct,Sesuvium_trianthemoides,"Ayensu, E.S. & Defilipps, R.A. (1978). Endangered and Threatened Plants of the United States: 1-403. Smithsonian Institution and WWF-US, Washington DC.",
Seymeria_bipinnatisecta,na,na,species,,,,,,,Synonym,Seymeria_havardii,"CPC (1990). Centre for plant conservation data for North American plants database. CPC, Centre for plant conservation.","POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Shorea_cuspidata,na,na,species,Dipterocarpaceae,EN,BOR,WT,Phan.,WP,Rediscovered,Shorea_cuspidata,"W.C.M.C. (1996). Threatened plant database of the World Conservation Monitoring Centre. W.C.M.C., Cambridge, U.K.",https://en.wikipedia.org/wiki/Shorea_cuspidata
Shorea_falcata,na,na,species,Dipterocarpaceae,EW,VIE,WT,Phan.,WP,Extinct,Shorea_falcata,"W.C.M.C. (1996). Threatened plant database of the World Conservation Monitoring Centre. W.C.M.C., Cambridge, U.K.",
Sicyos_hillebrandii,na,na,species,Cucurbitaceae,EX,HAW,WT,Ther.,A,Extinct,Sicyos_hillebrandii,"Wagner, W., Herbst, D. & Sohmer, S. (1990). Manual of the Flowering Plants of Hawai'I 1-2: 1-1853. University of Hawaii Press.",
Sicyos_villosus,na,na,species,Cucurbitaceae,EX,GAL,MT,cl._phan.,WP,Extinct,Sicyos_villosus,"Lawesson, J.E., Adsersen, H. & Bentley, P. (1987). An updated and annotated checklist of the vascular plants of the Galapagos islands: 1-74. Aarhus, Denmark.",
Sida_inflexa,na,na,species,Malvaceae,VU,"ALA,MSI,NCA,TEN,VRG",G,hemicr.,HP,Rediscovered,Sida_inflexa,"CPC (1990). Centre for plant conservation data for North American plants database. CPC, Centre for plant conservation.",http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=250101100
Sida_pritzeliana,na,na,species,,,,,,,Synonym,Sida_pritzelii,"Hnatiuk, R.J. (1990). Census of Australian vascular plants. Australian Flora and Fauna Series 11: 1-650.","POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Sidalcea_covillei,na,na,species,Malvaceae,CR,CAL,G,Hemicr.,WP,Rediscovered,Sidalcea_covillei,"Ayensu, E.S. & Defilipps, R.A. (1978). Endangered and Threatened Plants of the United States: 1-403. Smithsonian Institution and WWF-US, Washington DC.",http://www.calflora.org/cgi-bin/species_query.cgi?where-calrecnum=7552
Sidalcea_keckii,na,na,species,Malvaceae,CR,CAL,S,Ther.,A,Rediscovered,Sidalcea_keckii,"CPC (1990). Centre for plant conservation data for North American plants database. CPC, Centre for plant conservation.",http://www.calflora.org/cgi-bin/species_query.cgi?where-taxon=Sidalcea+keckii
Silene_cryptopetala,na,na,species,Caryophyllaceae,EX,HAW,WT,Cham.,WP,Extinct,Silene_cryptopetala,"Wagner, W., Herbst, D. & Sohmer, S. (1990). Manual of the Flowering Plants of Hawai'I 1-2: 1-1853. University of Hawaii Press.",
Silene_degeneri,na,na,species,Caryophyllaceae,EX,HAW,MT,Cham.,WP,Extinct,Silene_degeneri,"Wagner, W., Herbst, D. & Sohmer, S. (1990). Manual of the Flowering Plants of Hawai'I 1-2: 1-1853. University of Hawaii Press.",
Silene_oligotricha,na,na,species,Caryophyllaceae,CR,TUR,G,Hemicr.,WP,Rediscovered,Silene_oligotricha,"Ekim, T. & al. (1989). Türkiye'nin tehlike altindakinadir ve endemik bitki turleri: 1-227. Ankara.","Kandemir, A. (2009). The rediscovery of some taxa thought to have been extinct in Turkey. Turkish Journal of Botany 33: 113-122."
Silene_rectiramea,na,na,species,Caryophyllaceae,CR,ARI,G,Hemicr.,WP,Rediscovered,Silene_rectiramea,"Ayensu, E.S. & Defilipps, R.A. (1978). Endangered and Threatened Plants of the United States: 1-403. Smithsonian Institution and WWF-US, Washington DC.",www.azgfd.gov/pdfs/w_c/hdms/Plants/SILERECT.fo.pdf
Silene_surculosa,na,na,species,Caryophyllaceae,EX,TUR,G,cham.,WP,Extinct,Silene_surculosa,"Ekim, T. & al. (1989). Türkiye'nin tehlike altindakinadir ve endemik bitki turleri: 1-227. Ankara.",
Silene_telavivensis,na,na,species,Caryophyllaceae,EW,PAL,S,Ther.,A,Extinct,Silene_telavivensis,"Zohary, M. & al. (1966). Flora Palaestina 1: Israel Academy of Sciences and Humanities.",
Silene_tomentosa,na,na,species,Caryophyllaceae,CR,"SPA,MOR",S,cham.,WP,Rediscovered,Silene_tomentosa,"Tutin, T.G. & al. (eds.) (1993). Flora Europaea ed. 2, 1: 1-581. Cambridge University Press.",http://floraofgibraltar.myspecies.info/dicots/silene-tomentosa-otth
Sisyrinchium_fuscatum,na,na,species,,,,,,,Synonym,Sisyrinchium_farwellii,"CPC (1990). Centre for plant conservation data for North American plants database. CPC, Centre for plant conservation.","POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Sisyrinchum_albidum,na,na,species,,,,,,,Synonym,Sisyrinchium_hastile,"CPC (1990). Centre for plant conservation data for North American plants database. CPC, Centre for plant conservation.","POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Smilax_pseudochina,na,na,species,,,,,,,Synonym,Smilax_leptanthera,"CPC (1990). Centre for plant conservation data for North American plants database. CPC, Centre for plant conservation.","POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Solanum_bauerianum,na,na,species,Solanaceae,EX,NFK,WT,Nanophan.,WP,Extinct,Solanum_bauerianum,"W.C.M.C. (1996). Threatened plant database of the World Conservation Monitoring Centre. W.C.M.C., Cambridge, U.K.",
Solanum_cajamarquense,na,na,species,Solanaceae,EW,PER,MT,Tuber_geophyte,HP,Extinct,Solanum_cajamarquense,"Brako, L. & Zarucchi, J.L. (1993). Catalogue of the Flowering Plants and Gymnosperms of Peru. Monographs in Systematic Botany from the Missouri Botanical Garden 45: i-xl, 1-1286.",
Solanum_conocarpum,na,na,species,Solanaceae,CR,LEE,MT,Nanophan.,WP,Rediscovered,Solanum_conocarpum,U.D.D.I. Fish and Wildlife Service (1985). Review of plant taxa for listing as endangered or threatened species; notice of review. Federal Register 50(188): 1-39.,http://www.ens-newswire.com/ens/aug2009/2009-08-19-094.html
Solanum_hygrothermicum,na,na,species,Solanaceae,EW,PER,MT,Tuber_geophyte,HP,Extinct,Solanum_hygrothermicum,National Research Council (1989). Lost crops of the Incas: 1-415. Washington DC.,
Solanum_ruvu,na,na,species,Solanaceae,EX,TAN,MT,(Cl.)_nanophan.,WP,Extinct,Solanum_ruvu,National Research Council (1989). Lost crops of the Incas: 1-415. Washington DC.,
Solidago_caesia,var,curtisii,var,,,,,,,Synonym,Solidago_lancifolia,"CPC (1992). Centre for plant conservation data for North American plants database. CPC, Centre for plant conservation.","POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Solidago_durangensis,na,na,species,Asteraceae,EW,MXE,S,Hemicr.,WP,Extinct,Solidago_durangensis,"W.C.M.C. (1996). Threatened plant database of the World Conservation Monitoring Centre. W.C.M.C., Cambridge, U.K.",
Solidago_plumosa,na,na,species,Asteraceae,EX,NCA,G,hemicr.,HP,Extinct,Solidago_plumosa,"CPC (1992). Centre for plant conservation data for North American plants database. CPC, Centre for plant conservation.",
Solidago_porteri,na,na,species,Asteraceae,EW,"GEO,NCA",G,Hemicr.,WP,Extinct,Solidago_porteri,"CPC (1990). Centre for plant conservation data for North American plants database. CPC, Centre for plant conservation.",
Sophora_toromiro,na,na,species,Fabaceae,EW,EAS,MT,Nanophan.,WP,Extinct,Sophora_toromiro,"W.C.M.C. (1996). Threatened plant database of the World Conservation Monitoring Centre. W.C.M.C., Cambridge, U.K.",
Sophora_toromiro,na,na,species,,,,,,,Synonym,Edwardsia_toromiro,"W.C.M.C. (1996). Threatened plant database of the World Conservation Monitoring Centre. W.C.M.C., Cambridge, U.K.","POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Sorbaria_olgae,na,na,species,Rosaceae,EW,TZK,G,Nanophan.,WP,Extinct,Sorbaria_olgae,"Borodin, A.M. & al. (1985). Krasnaya kniga SSSR: redkie i nakhodyashchiesya pod ugrozoi ischeznoveniya vidy zhivotnykh i rastenii. - izdanie vtoroe [2]: tom pervyi - vtoroi [1-2].. Lesnaya Promyshlennost, Moscow.",
Sorocephalus_tenuifolius,na,na,species,Proteaceae,CR,CPP,S,cham.,WP,Rediscovered,Sorocephalus_tenuifolius,"Hilton-Taylor, C. (ed.) (1996). Red data list of Southern African plants: 1-117. National Botanical Institute, Pretoria.",http://protea.worldonline.co.za/extinct.htm
Sparaxis_roxburghii,na,na,species,Iridaceae,CR,CPP,S,Tuber_geophyte,HP,Rediscovered,Sparaxis_roxburghii,"Hilton-Taylor, C. (ed.) (1996). Red data list of Southern African plants: 1-117. National Botanical Institute, Pretoria.",http://redlist.sanbi.org/species.php?species=1536-14
Spatholobus_ridleyi,na,na,species,Fabaceae,CR,"MLY,SUM",WT,Epiphyte,E,Rediscovered,Spatholobus_ridleyi,"WCSP (2003). World Checklist of Selected Plant Families. Facilitated by the Royal Botanic Gardens, Kew. Published on the Internet; http://apps.kew.org/wcsp/",https://floraofsingapore.wordpress.com/2011/07/06/spatholobus-ridleyi/
Sphaeralcea_procera,na,na,species,Malvaceae,EX,NWM,S,Hemicr._or_cham.,WP,Extinct,Sphaeralcea_procera,"CPC (1990). Centre for plant conservation data for North American plants database. CPC, Centre for plant conservation.",
Spiranthes_parksii,na,na,species,Orchidaceae,EN,TEX,S,Tuber_geophyte,HP,Rediscovered,Spiranthes_parksii,"Ayensu, E.S. & Defilipps, R.A. (1978). Endangered and Threatened Plants of the United States: 1-403. Smithsonian Institution and WWF-US, Washington DC.","Pace, M.C. & Cameron, K.M. (2017). Systematic Botany 42: 640-669."
Sporobolus_africanus,na,na,species,,,,,,,Synonym,Sporobolus_linearis,"W.C.M.C. (1996). Threatened plant database of the World Conservation Monitoring Centre. W.C.M.C., Cambridge, U.K.","POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Sporobolus_durus,na,na,species,Poaceae,EW,ASC,WT,hemicr.,HP,Extinct,Sporobolus_durus,"Cronq, Q.C.B. (1980). Extinction and survival in the endangered vascular flora of Ascension island. Biological Conservation; International Quarterly Journal devoted to Scientific Protection of Plant and Animal Wildlife 17: 207-219.",
Sporobolus_rigidifolius,na,na,species,,,,,,,Synonym,Sporobolus_mauritianus,"W.C.M.C. (1996). Threatened plant database of the World Conservation Monitoring Centre. W.C.M.C., Cambridge, U.K.","POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Spyridium_microcephalum,na,na,species,Rhamnaceae,LC,WAU,S,nanophan.,WP,Rediscovered,Spyridium_microcephalum,"Briggs, J. & Leigh, J. (1988). Rare or threatened Australian plants , rev. ed.: 1-277.",https://bie.ala.org.au/species/http://id.biodiversity.org.au/node/apni/2898883
Spyridium_oligocephalum,na,na,species,,,,,,,Synonym,Spyridium_kalganense,"Briggs, J. & Leigh, J. (1988). Rare or threatened Australian plants , rev. ed.: 1-277.","POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Staavia_brownii,na,na,species,Bruniaceae,EX,CPP,S,Cham.,WP,Extinct,Staavia_brownii,"Hilton-Taylor, C. (ed.) (1996). Red data list of Southern African plants: 1-117. National Botanical Institute, Pretoria.",
Staavia_capitella,na,na,species,,,,,,,Synonym,Staavia_trichotoma,"Greuter, W. (1996). Extinction in Mediterranean areas. Extinction Rates. Oxford University Press.","POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Staavia_phylicoides,na,na,species,Bruniaceae,CR,CPP,S,Cham.,WP,Rediscovered,Staavia_phylicoides,"Hilton-Taylor, C. (ed.) (1996). Red data list of Southern African plants: 1-117. National Botanical Institute, Pretoria.",oro.open.ac.uk/17971/1/PDF1391.pdf
Stachys_talyschensis,na,na,species,Lamiaceae,EW,TCS,G,Hemicr.,WP,Extinct,Stachys_talyschensis,"W.C.M.C. (1996). Threatened plant database of the World Conservation Monitoring Centre. W.C.M.C., Cambridge, U.K.",
Stachys_zoharyana,na,na,species,Lamiaceae,CR,PAL,S,Hemicr.,WP,Rediscovered,Stachys_zoharyana,"Zohary, M. & al. (1966). Flora Palaestina 1: Israel Academy of Sciences and Humanities.",http://flora.org.il/en/plants/STAZOH/
Stachystemon_nematophorus,na,na,species,Euphorbiaceae,CR,WAU,S,Cham.,WP,Rediscovered,Stachystemon_nematophorus,"Hnatiuk, R.J. (1990). Census of Australian vascular plants. Australian Flora and Fauna Series 11: 1-650.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=81447
Stellaria_elatinoides,na,na,species,Caryophyllaceae,EX,NZN,S,hemicr.,HP,Extinct,Stellaria_elatinoides,"Norton, D.A. (1991). Trilepidea adamsii: an orbituary for a species. Conservation biology 5: 52-57.",
Stenocarpus_dumbeensis,na,na,species,Proteaceae,CR,NWC,MT,Nanophan.,WP,Rediscovered,Stenocarpus_dumbeensis,http://www.iucnredlist.org/details/31011/0,http://endemia.nc/flore/fiche2321
Stenogyne_cinerea,na,na,species,Lamiaceae,EX,HAW,WT,Cl._Hem.,HP,Extinct,Stenogyne_cinerea,"Wagner, W., Herbst, D. & Sohmer, S. (1990). Manual of the Flowering Plants of Hawai'I 1-2: 1-1853. University of Hawaii Press.",
Stenogyne_haliakalae,na,na,species,Lamiaceae,EX,HAW,WT,Cl._cham.,WP,Extinct,Stenogyne_haliakalae,"Wagner, W., Herbst, D. & Sohmer, S. (1990). Manual of the Flowering Plants of Hawai'I 1-2: 1-1853. University of Hawaii Press.",
Stenogyne_oxygona,na,na,species,Lamiaceae,EX,HAW,WT,Cl._Hem.,HP,Extinct,Stenogyne_oxygona,"Wagner, W., Herbst, D. & Sohmer, S. (1990). Manual of the Flowering Plants of Hawai'I 1-2: 1-1853. University of Hawaii Press.",
Stenogyne_viridis,na,na,species,Lamiaceae,EX,HAW,WT,(Cl.)_nanophan.,WP,Extinct,Stenogyne_viridis,"Wagner, W., Herbst, D. & Sohmer, S. (1990). Manual of the Flowering Plants of Hawai'I 1-2: 1-1853. University of Hawaii Press.",
Stephanomeria_malheurensis,na,na,species,Asteraceae,CR,ORE,G,Ther.,A,Rediscovered,Stephanomeria_malheurensis,"Ayensu, E.S. & Defilipps, R.A. (1978). Endangered and Threatened Plants of the United States: 1-403. Smithsonian Institution and WWF-US, Washington DC.",http://en.wikipedia.org/wiki/Stephanomeria_malheurensis
Sterculia_khasiana,na,na,species,Malvaceae,EX,ASS,WT,Phan.,WP,Extinct,Sterculia_khasiana,"Nayar, M.P. & Sastry, A.R.K. (eds.) (1987). Red data book of Indian plants: 1-367. Calcutta.",
Steyermarkia_guatemalensis,na,na,species,Rubiaceae,EN,"MXT,GUA",WT,Hemicr.,WP,Rediscovered,Steyermarkia_guatemalensis,"WCSP (2003). World Checklist of Selected Plant Families. Facilitated by the Royal Botanic Gardens, Kew. Published on the Internet; http://apps.kew.org/wcsp/","Davidse, G. & al. (eds.) (2012). Flora Mesoamericana 4(2): 1-533. Universidad Nacional Autónoma de México, México, D.F."
Stipa_scabra,na,na,species,,,,,,,Synonym,Stipa_horridula,,"POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Streblorrhiza_speciosa,na,na,species,Fabaceae,EX,NFK,WT,Cl._phan.,WP,Extinct,Streblorrhiza_speciosa,"W.C.M.C. (1996). Threatened plant database of the World Conservation Monitoring Centre. W.C.M.C., Cambridge, U.K.",
Streptanthus_lemmonii,na,na,species,Brassicaceae,EX,ARI,S,Ther.,A,Extinct,Streptanthus_lemmonii,"CPC (1992). Centre for plant conservation data for North American plants database. CPC, Centre for plant conservation.",
Streptochaeta_angustifolia,na,na,species,Poaceae,EW,BZL,WT,Hemicr._or_bamboo,WP,Extinct,Streptochaeta_angustifolia,"Judziewicz, E. & Sonderstrom, T. (1989). Morphological, anatomical and taxonomic studies in Anomochloa and Streptochaeta (Poaceae: Bambusoideae). Smithsonian Contributions to Botany 68: 1-52.",
Stroganowia_sagittata,na,na,species,Brassicaceae,EX,KAZ,G,Hemicr.,WP,Extinct,Stroganowia_sagittata,"W.C.M.C. (1996). Threatened plant database of the World Conservation Monitoring Centre. W.C.M.C., Cambridge, U.K.",
Strychnos_ridleyi,na,na,species,Loganiaceae,EX,MLY,WT,Epiphyte,E,Extinct,Strychnos_ridleyi,"WCSP (2003). World Checklist of Selected Plant Families. Facilitated by the Royal Botanic Gardens, Kew. Published on the Internet; http://apps.kew.org/wcsp/",
Stylidium_merrallii,na,na,species,Stylidiaceae,EN,WAU,DT,cham.,WP,Rediscovered,Stylidium_merrallii,"Hnatiuk, R.J. (1990). Census of Australian vascular plants. Australian Flora and Fauna Series 11: 1-650.",https://bie.ala.org.au/species/http://id.biodiversity.org.au/node/apni/2920140
Stylidium_neglectum,na,na,species,Stylidiaceae,DD,WAU,DT,cham.,WP,Rediscovered,Stylidium_neglectum,"Hnatiuk, R.J. (1990). Census of Australian vascular plants. Australian Flora and Fauna Series 11: 1-650.",https://bie.ala.org.au/species/http://id.biodiversity.org.au/node/apni/2904808
Stylidium_pseudocaespitosum,na,na,species,Stylidiaceae,DD,WAU,DT,cham.,WP,Rediscovered,Stylidium_pseudocaespitosum,"Hnatiuk, R.J. (1990). Census of Australian vascular plants. Australian Flora and Fauna Series 11: 1-650.",https://bie.ala.org.au/species/http://id.biodiversity.org.au/node/apni/2906439
